AnonymousShopperId,PaymentTokenHash,DeviceId,FirstSeenDate,LastSeenDate,PreferredStoreId
AN000301,badbc01d295c1c6024105c867f5b436f4c1a739cc92cd1afd54bbc17496bdff8,DVFOZNFPZ81GIX,2024-10-24 00:00:00,2025-05-06 00:00:00,ST018
AN000302,56779774417d36df1d0657c79b0138bed09b9f2c6c48c52cd45092d5b3fe2f6c,DVGF93EWDIYIFU,2024-02-26 00:00:00,2025-03-14 00:00:00,ST039
AN000303,393275a25a47ed418a2663f501144d7615a54a93eaa3a960105460e27ee68569,DVL25XR37XZ3BM,2025-05-04 00:00:00,2025-12-30 00:00:00,ST030
AN000304,ebd5d50e29165243d3ab27cc2de0130e90172d21aeb6b7d09688fa98c5e1e05c,DVFX0CIO927BBO,2024-11-16 00:00:00,2025-05-22 00:00:00,ST014
AN000305,4a9f14154e0562f2d89370276d6e6c1f64459f7bddacedae17fcfb8986519192,DVSZQ4TVM34TO0,2024-01-06 00:00:00,2025-07-23 00:00:00,ST033
AN000306,ded7395cb071db01ccabe23735a7783702b5610757df62886554b8bbc7cb0c67,DVYGRET43NK8ZT,2025-01-25 00:00:00,2025-10-29 00:00:00,ST003
AN000307,8c4a4b4a552edf888260f74b505b29d24166e2fb58e4bbc4bb45d9e02c23a475,DVWQR8BIBP07HR,2025-04-22 00:00:00,2025-12-26 00:00:00,ST021
AN000308,1995c094bfc490678d05b075333b574680c5006ba9ba2c04d5ce4a5129c64d8c,DVEQYEUAIDXT6T,2024-03-14 00:00:00,2025-08-28 00:00:00,ST006
AN000309,13595e0e4560dac86a65a9ebd45638f5b4a51efa01e3c394b74c89e4c4fa17da,DV1DX5NQG8ZHOV,2024-12-18 00:00:00,2025-07-15 00:00:00,ST039
AN000310,905c4ee2dbfb8c3ffa9841f7d4fa503396068a87d2ad287ceaed28f187e9aa29,DVWMIVOSFO0W6H,2025-03-27 00:00:00,2025-04-17 00:00:00,ST038
AN000311,0e44fe415a95696e9279702cea5bcb7ef7423a210e7becefd390c30519a51dea,DVM5XYUN8FN7AZ,2024-08-03 00:00:00,2025-06-12 00:00:00,ST030
AN000312,1116705df6970942cb4c4306b4ee9ff4de33f02e2cf2257b8425695eda8588ce,DVRWGECLXFCBFC,2025-06-23 00:00:00,2025-05-31 00:00:00,ST035
AN000313,84d99a275242490fa10a6dabf2091e5416a1ff0c6abab5f67c97376ec15d23c8,DVDU95P89KIFLU,2025-10-20 00:00:00,2025-05-24 00:00:00,ST038
AN000314,be4be8dbd646d3d0683d6226adfc11b23ef297b083e55e353d49be1aa4535970,DVRMC0EMVDXW6R,2024-05-27 00:00:00,2025-08-21 00:00:00,ST022
AN000315,699c46fe6d8e69ebf79005050d0e0dc94b9e6c0cd60b91426695d7763a2ea62b,DVBSEGWID4PROZ,2024-11-19 00:00:00,2025-11-12 00:00:00,ST028
AN000316,ef0c064a9b0c1e3f8c86d9295e33afe3fc5c06d61787e251acb6eb3624009c66,DVIN7DBT1NR7EM,2025-11-27 00:00:00,2025-08-19 00:00:00,ST012
AN000317,b7e16666ea2a03169ec426735b3cb7f6d9b0a38a3cdc266f72789c72d6d6526e,DV73KHEFD5VSTM,2024-04-15 00:00:00,2025-12-14 00:00:00,ST003
AN000318,032a72c3b077f5f7434b67cbb45c83e16a751a493303a944dc1823994639c8c7,DVMERY3HUL2ZOJ,2025-05-04 00:00:00,2025-02-14 00:00:00,ST029
AN000319,0c4d491f8c446006438b92ff78de913d97434243bae0df623c5e29f7cc3132d5,DV7JTSB9D51X4V,2025-07-20 00:00:00,2026-01-09 00:00:00,ST005
AN000320,eca1a4a5beb8f2222b58cdd7fdd6972ce0a0098e01dff1a7317c79f778fcae85,DV3D5APW134M2G,2025-08-07 00:00:00,2025-04-27 00:00:00,ST007
AN000321,fb101dd29dfdb275e9717aaf65c92b0fa81581f8762b3f1bafdaeccc878d21c2,DV6FNHUXY5OR6Z,2025-10-21 00:00:00,2025-01-04 00:00:00,ST024
AN000322,14ea061a20cd386554a592c67ffcf7af19de80148fff8cd26d64502fbd9b9898,DVRS214CZLF0TY,2024-08-03 00:00:00,2026-01-05 00:00:00,ST029
AN000323,5f3466b0cc161cfb71c0971448b5a34617737fb9de5a8131ec98f83ec4737cb0,DVOZCPZ9WIRJKY,2024-07-02 00:00:00,2025-10-22 00:00:00,ST022
AN000324,bfd6fa26140abdaeb30ab39f9626d6ae229865434ee72d954e87600980a11da2,DV78P0GIUF3GKA,2025-02-28 00:00:00,2025-05-31 00:00:00,ST031
AN000325,e98b4da5a41eb3eddfbd568398fa8e8ce0bc81155b953490ea0ab8202a7145a5,DVHCH6AYKVGQP9,2024-03-23 00:00:00,2025-01-11 00:00:00,ST036
AN000326,9499873f9429a1b514660f84c8d5b53585397edf7ac68c0f25b3897959fd5d9c,DVEHV8AD7RCTFY,2025-09-11 00:00:00,2025-01-14 00:00:00,ST023
AN000327,ee746485415a5074baf384c9249b8ebfe6da76941b63c789152fe882f5ca4a4c,DVNW73ZFWWFKNB,2025-01-14 00:00:00,2025-07-11 00:00:00,ST029
AN000328,c4b4803a6a3955950e0c5cd5d826084fed790c19482704a813fc05f10a53b85a,DVBG2OJXHDD4D6,2024-01-10 00:00:00,2025-12-31 00:00:00,ST002
AN000329,998f038a99ec70613da2df818d0028312d84e7ab3ab3d7d87d005e9813e1ad26,DVYGQJRNMMUEGY,2024-11-11 00:00:00,2025-04-10 00:00:00,ST005
AN000330,0f2742b6d5cca3e7eedb0bf0b4cef4070c24c27d081eb1255f1d71b2647a3813,DVHFM69ZLZVOTU,2024-09-19 00:00:00,2025-08-21 00:00:00,ST011
AN000331,1f2dba5a16a7e93170809acd1b9c916fb3689d4d088c9f7408edc72892e85cf7,DV7PEU7KBUNA1T,2025-12-28 00:00:00,2025-12-27 00:00:00,ST026
AN000332,5a905e20ad86189e48b3f20fb50fb69ff42d5ee679bee2b3cc04a6d0ee91fe52,DV7U2966KOAAOI,2024-01-07 00:00:00,2025-06-21 00:00:00,ST038
AN000333,802cd1692e7d9413e111868f068657d7548140b4a9d404f5747232cc569e5512,DV76XFGM3JQZEM,2024-10-25 00:00:00,2025-02-01 00:00:00,ST017
AN000334,3d90e575db0f19ee594a90282ff4bcb4e400409d258a599a0c14cd5e636f8b60,DV9RRE03FNCXUG,2025-12-16 00:00:00,2025-10-12 00:00:00,ST031
AN000335,5cee5ef29dd996b0c346c303562fa1f0556a71222d15c3c47d4791f9f0f6a7c7,DV2CHX66WC7TVK,2024-07-09 00:00:00,2025-06-02 00:00:00,ST015
AN000336,f1ab82dc863d79fd79bc48132252b7e604daa722e5368a1e49da339b612f5d5d,DVM82FRNTXK0KZ,2025-04-29 00:00:00,2025-01-21 00:00:00,ST016
AN000337,b16d19560eff121f0038662091419ebc91d7a86cb94019f5e1d654be2c5e028a,DVBUV1XER3IVW3,2025-09-28 00:00:00,2025-02-02 00:00:00,ST005
AN000338,356a33c3fc71a424dcd2d8491a524abe2df51a9e38ed9539de376acb24f29063,DVTEM9KON13RLZ,2024-08-14 00:00:00,2025-10-19 00:00:00,ST012
AN000339,6eb75f851d8b054af685027622d917485be47f30cc151eec3e104ac8f4115a45,DVJOGM8OIL0OI6,2024-06-11 00:00:00,2025-09-24 00:00:00,ST021
AN000340,69a75fbfe6eb3beaf475d8af51d3efd4e8441a27cc7247fd34a6900ba369da26,DVXZ10WMTUYC3O,2025-01-10 00:00:00,2025-11-26 00:00:00,ST038
AN000341,c66d9000a258ca6d7890a9ca02b6d0152701ca76b3af64528352fffad68ee25d,DVM1DMYHXKQGM8,2025-11-07 00:00:00,2025-10-25 00:00:00,ST037
AN000342,f5179d0424b6e1bbb9e2c7c67f1a38c533f70cfa43650cc9454eda5690d58c9e,DVW1VE4U0W4JIT,2025-02-05 00:00:00,2025-02-10 00:00:00,ST002
AN000343,21c6042fd1c49dd1dd1969dc4cfb2918c2d80bfa760c85bdac7a8e36837b8a7b,DVMETJYIA7CQ31,2025-05-10 00:00:00,2025-12-09 00:00:00,ST033
AN000344,0b9c9445e613ebedb92e88fa3f9a073436b406e88c4848c3233664c4c1584616,DV6BU24IXI35M7,2024-09-06 00:00:00,2025-11-02 00:00:00,ST035
AN000345,50c5858a70c1234e39722fd77d123df2379fb16c5b466583ce5b0404c6d60c52,DVDUSRHV7Y2JAW,2024-08-13 00:00:00,2025-09-18 00:00:00,ST038
AN000346,eb7401d052f9729f4a64f05904f6eaf005da0daf823b3d3ab28468b51b908a3e,DVA1PL0VZ8VPV5,2025-03-21 00:00:00,2025-08-09 00:00:00,ST037
AN000347,c3807b3ba5a3454787a7eb3fc077fcaabf8e691c9a3304645bae2d404c0c2535,DV9KERD69D8C2K,2024-03-25 00:00:00,2025-10-30 00:00:00,ST015
AN000348,753f351116899f2125998e2e316ccdc283d61c49a9012bde6bd621aaf7de96a7,DVGB3EIOCWH5WJ,2024-06-20 00:00:00,2025-01-01 00:00:00,ST003
AN000349,de1adcc49164ff38f6dc52a85a3a9310ba781f2b26a5afbc2f3e2baedf1912d1,DVJ7ZEOGVBTA84,2024-06-02 00:00:00,2025-05-30 00:00:00,ST018
AN000350,e3329ce1d839eb069a6e24e01b63619b8b47009b7b2fc318d9d69da3da170848,DVFQCJZWN2EK4E,2025-08-07 00:00:00,2025-02-22 00:00:00,ST015
AN000351,211d7541d78f961b73a1b1cc6cfd929b601c75b95095f8a26a2427e8959c74e4,DVCE7ZEM0SQ3M9,2025-12-01 00:00:00,2025-10-01 00:00:00,ST035
AN000352,ee60f45aaaaf3292578f11db3dfe2486f449c9bbaae92b3724bfb364e4849208,DVPZRXW2HJ07BS,2025-05-10 00:00:00,2025-02-08 00:00:00,ST039
AN000353,822f1778b8df97fcc3f24323a9d7f12413a84982b34e35fd2e1e4fb342a3eaf7,DVQ4DEWES5UH88,2024-05-08 00:00:00,2025-12-15 00:00:00,ST006
AN000354,7dba546c21b1b1c4bd515df31b50bdce677babf4340d784d29ef60e8652a78b0,DVXMKZBER3SKL9,2025-02-20 00:00:00,2025-02-04 00:00:00,ST034
AN000355,8c0692018cf62ac51dca9ec5281008570041427e826de7a45af0268506439d19,DVV1G26J0RH2SF,2025-05-22 00:00:00,2025-06-24 00:00:00,ST018
AN000356,5a18b2d82832b3d8e536b57c288da5ec852856cd62043d1062d98a21960ef667,DVGLBNP4B6L2O3,2025-03-20 00:00:00,2025-04-10 00:00:00,ST025
AN000357,e8f112dac8fe9254adb4df6eb99ceadd8196c7235cb2a54d1b8688c1c3006c8e,DV8CAM1QEXJVX0,2024-03-07 00:00:00,2025-05-12 00:00:00,ST036
AN000358,250dae139e11dca8768c80e8c9cdee1169c473eebe57aa547e16f6ee1dc7f2fe,DV6HPLBGQMFFU3,2025-08-24 00:00:00,2025-03-09 00:00:00,ST021
AN000359,d6f7dc22f73907b45c93f20035bf8c506711a0900a93df4e43e3a57b67fd24e9,DVDENIGU077W6L,2025-10-14 00:00:00,2025-12-23 00:00:00,ST019
AN000360,a46dade83f86bd59f9abda996e814c4fcc04f3768dbe98178527753e8bfef74f,DV10E81Y3EKLAK,2024-07-06 00:00:00,2025-11-21 00:00:00,ST006
AN000361,d0a90fdaccfe7868c883cb1c7f56f123cae614efed779ed603bb37cfb7f747f1,DVMDP04SHFKJKY,2025-08-18 00:00:00,2025-08-21 00:00:00,ST030
AN000362,3ddf899fb88621bb1d7b1a2bb2addb0ac822a4077885d3c5ba17bd1774924dc8,DVTZ0PZ49JY5KR,2024-05-09 00:00:00,2025-03-14 00:00:00,ST026
AN000363,bcd71094f541a3e70ec6c64f76fa8a3bab2ce77965e4fecc37a1694dba1be9a6,DVXAG7GQ59A2D6,2024-11-17 00:00:00,2025-07-05 00:00:00,ST023
AN000364,57cc29e2712389a3421a7978fa33682582790e308a0ec986448618654bb8c3bf,DV10DGMK4Z75EI,2024-12-21 00:00:00,2025-09-05 00:00:00,ST011
AN000365,ee74a5d14cb5d76063c6a5de4cd6298f27f5405f3c83d4b930229fe0ae66e3e4,DV26EDDAEUV420,2025-12-17 00:00:00,2025-02-06 00:00:00,ST031
AN000366,aa038a71ac105f86f047e30d9f34653dacce6a6f80cc62ac2f9f15ffcaa973d6,DVIYRW8LM434D3,2025-04-10 00:00:00,2025-01-17 00:00:00,ST014
AN000367,34293d29d111bfdf7746f6f8c29075ee721d4f6cc51c878f49b1cd24a792cb9a,DVNNUXVOK2YH4R,2024-03-17 00:00:00,2025-04-24 00:00:00,ST003
AN000368,5f2d25c83f8e3f2618598e6b16bf5e2e5b1dd48e93c95317327fa75d55d781a5,DV5OGU8G1SWW72,2025-01-13 00:00:00,2025-11-08 00:00:00,ST013
AN000369,864754749cc3c108d9674770463fd05b25d657f7486ca1f6293593d96e76890d,DVUBZ9K1KCHCPX,2025-03-12 00:00:00,2025-09-23 00:00:00,ST026
AN000370,fb683ab55f4a590e6fb5bd3ddbd8e8e6f1cb3be9481e84b41a69049b9c5ef51c,DVH41ZFTV83Y7R,2024-08-01 00:00:00,2025-03-12 00:00:00,ST017
AN000371,3c5bd1658808b4252cad695405f422d094c2744b11cfbe666afb60e2e306c783,DVDUWDXZYJ7RVU,2024-07-19 00:00:00,2025-06-16 00:00:00,ST034
AN000372,4b968a8b6c64c7f166ef7ea030cc3e9b09acbfbfaeebcffcbc0e458d4af36d51,DVZAFSQSCX1YRJ,2024-02-07 00:00:00,2025-10-21 00:00:00,ST024
AN000373,d46f1caf443ab271c1f23c080f2aaafa698bb65c1ba548560dc5f09f3dbe0337,DV8ZG0NRUR9TUP,2024-12-31 00:00:00,2025-08-20 00:00:00,ST010
AN000374,85abee827d8bb48d77e770709fb6d621c525d4000930d013a60d8344cfeeb33f,DVQYTAWI1PYA6B,2024-11-20 00:00:00,2025-11-03 00:00:00,ST031
AN000375,1a4b3ee67e6753ba30fa81ef977807d91a54980eea73b6467fdf4483d941455f,DV6OGUIEYQRLCH,2024-07-21 00:00:00,2025-06-07 00:00:00,ST009
AN000376,1066612019a605c4002d64f5792d5c1518aecb7cd91bed08b958e715b8bc10a0,DV9JPVW4OCBL1G,2025-09-19 00:00:00,2025-06-07 00:00:00,ST027
AN000377,63576dc9d8c7bf9cefcce2ee39f350c9e3d0eab19939f3b7303d906e42728c2b,DVHXTSDM30AC3Z,2024-09-25 00:00:00,2025-10-31 00:00:00,ST034
AN000378,b70da549ca521403fd36165d6d253f0a6fd5486fddeccf01e3ebae907c35551b,DVMEFREE82T6ZN,2025-09-30 00:00:00,2025-11-19 00:00:00,ST039
AN000379,c949df6051480600647a6219ab577a93a5dc752070f2260c8aaa408439c68c55,DV5YRDA0VLEB1E,2025-12-11 00:00:00,2025-04-09 00:00:00,ST034
AN000380,7802ef028f1dbd46cd096b20ca455036983031c815ce7ba4ced33d840899fb27,DVKYBQ03BUPALF,2024-10-25 00:00:00,2025-12-06 00:00:00,ST010
AN000381,17a1eada36e77adfcbf6663e6009591f2716f38859dd78fa3fbcde14a9e275d6,DVUARI0GKR36WO,2024-07-02 00:00:00,2025-12-19 00:00:00,ST010
AN000382,0612ac77797d85037d57e189afbacbf38f0ddac2a0fb21a883c68bda91d77ba3,DVFLX72EHS3B4V,2024-12-07 00:00:00,2025-04-28 00:00:00,ST032
AN000383,f7c21e1c710ff2484597fcb58bb1944e2f9dd04654182bd16c1a6f0c700d1588,DVDOVDBU5S2GBX,2024-03-30 00:00:00,2026-01-06 00:00:00,ST031
AN000384,d8a3a433591c416c622aac50a84707aece3d344722540efc40ba224632e10a4a,DVK0XAAGH3E19D,2025-10-24 00:00:00,2025-12-08 00:00:00,ST024
AN000385,4aaf5f1715ea995cc4dd183b629471dd844a9a6b43b46f49285185c1c431f11e,DVLB8NRT0O0I8J,2024-12-29 00:00:00,2025-11-02 00:00:00,ST031
AN000386,46fe38a3f4a0dd4c9fd10bebb986fc179d89047512837568edab82daed82e8d9,DVOJD9E32UX8FG,2025-05-22 00:00:00,2025-07-30 00:00:00,ST002
AN000387,ece8e80c06bb3ddd140a77116b0b48adcf40c39cb953deb7fd652bab7825a9d3,DV1SYBEQWFHZIN,2024-08-31 00:00:00,2025-05-09 00:00:00,ST032
AN000388,78bf254a44700d9b12db8fc7ba91fc1c4befc03c32e0f7e2bd6e83ce513a26a7,DVOOFEA88PKUQK,2025-09-30 00:00:00,2025-04-18 00:00:00,ST030
AN000389,513db57a966797e19e014a11bb0396609ee3d1543f65b12ae70879a3d21e4184,DVZH5W32GBZXG1,2024-10-09 00:00:00,2025-07-10 00:00:00,ST017
AN000390,0bb3bda97ab8ea530ae89495f30be9f8d903b199e428fe5386a46b48065056e4,DV73KIGD3EYUYT,2025-09-03 00:00:00,2025-12-25 00:00:00,ST001
AN000391,5fc43649d74e674d1c991119f7327420f857f781baec818c1498d1ed5484ffda,DVSDOR3EB2IV2K,2025-04-16 00:00:00,2025-09-30 00:00:00,ST029
AN000392,e748601955b8f7d532489ff537a88e815a948ad413e7126061ed690bfa05ed96,DVXYX3X4GULML5,2025-02-20 00:00:00,2025-08-08 00:00:00,ST037
AN000393,7f8e3271e6dc9f701bf847c512ccb7d7215f171945bb756b650ce2d77c9a3624,DVAICR6G8GA94B,2025-03-16 00:00:00,2025-12-20 00:00:00,ST033
AN000394,41f9e1f42957c36a77a35154c40dde3696732cc42d1164a6a2c0d8fe568c2b22,DV5COHL3WM9HJT,2025-01-06 00:00:00,2025-06-17 00:00:00,ST008
AN000395,7a472b5c01f0bab4a29bf3d205a5254fa5b2950448a73d0afc8fa16f50a83d32,DVIL4Y08YOA78E,2025-08-15 00:00:00,2025-01-24 00:00:00,ST007
AN000396,0eff02f5ae29949a77653f0225ac80d79e6ab0292844804e6cabf47171239f54,DVBBL1MB801YQX,2025-09-09 00:00:00,2025-05-03 00:00:00,ST009
AN000397,cf4afb6a9ef0d0042dc58a2e24fc94aef49f8ba47a6e3a1d9368d3ba8b385493,DVOEVNUA3ODW5G,2024-03-16 00:00:00,2025-05-11 00:00:00,ST001
AN000398,7ce65527dea3640e89217b5743afccbcd054558de087257119529160cd1e5d85,DVO8T3MTYATM9N,2025-07-13 00:00:00,2025-07-10 00:00:00,ST002
AN000399,99faa32442fb537e948966b0e1643f32cb23b47bebe3494a2cc33a5ed203bf53,DVE5CBA1892G4Q,2025-03-10 00:00:00,2025-06-05 00:00:00,ST026
AN000400,e0c0c70d672b8f7b9da17a37a8f3eeb5318cd3d5bdd9b164dfdc7883a9d374e8,DVFKYT97S3L638,2025-03-28 00:00:00,2025-12-15 00:00:00,ST029
AN000401,0f1143e7cca17745d718e301770dcbd434a92a86ebdd020584cdcfae8b6a8f58,DV9ONQH3XBTYX9,2024-02-03 00:00:00,2025-07-09 00:00:00,ST021
AN000402,84a6f592c5c2bc20d4aab156a5d9d1d984eac4374f48ab9cbae50427156c6b64,DVQ5TDNBY9H9C3,2025-05-12 00:00:00,2025-04-19 00:00:00,ST039
AN000403,d17d26aa0b231a5eaf1c66baeb907379f88953940595ce27af75bbaf67e8090f,DV5MSI97REE102,2025-07-30 00:00:00,2025-01-09 00:00:00,ST022
AN000404,e10c80f26b8ec50d5412c0c91b5fcfb6f0f8c15124d633d71f01818e18640a01,DVIHDFEZX82RH6,2024-07-06 00:00:00,2025-12-02 00:00:00,ST035
AN000405,69681bc3f5272d4b55715851d9f229d640d8b4e0146a900f7c7dcc905bf09f6d,DV4SAMWFZ66D3W,2025-10-24 00:00:00,2025-11-24 00:00:00,ST029
AN000406,80689f4c02f453c11b440de771cc6d3190ce7f229b4a5cf2def2d2b6bc0e6f53,DVLUCJFRVKEWO0,2024-04-30 00:00:00,2025-06-22 00:00:00,ST022
AN000407,ad1f6ea858a12118630fea26f6bf6abed98b1e76e7001b080feabee335d82069,DVDDQ63TKFPWG7,2024-01-03 00:00:00,2025-09-26 00:00:00,ST028
AN000408,2f322050ee04fc8cac9206bae7a40f83e8e248f6d6cce1e62d3dd8df465fcea7,DVXJEJRVTXQUD6,2025-03-13 00:00:00,2026-01-06 00:00:00,ST004
AN000409,34a1ccf7b47729b631021afff3445ab9e86555fac0e163d4265db68ab898580d,DVJULR4R71C4V4,2025-08-30 00:00:00,2025-03-06 00:00:00,ST022
AN000410,07d80c3f0f69af0ff61f35a346dfb488381b171087ec1541838a9dc96dbaea1d,DVUVUKH60KB89E,2024-06-15 00:00:00,2025-03-23 00:00:00,ST001
AN000411,9d87c263940876f85099f015da7b63ca0b02c7def1d9f9be0a9b8b8b9954dd8a,DV6NR614TEKPBG,2025-02-24 00:00:00,2025-11-30 00:00:00,ST037
AN000412,885819e5b67b389d6df6df1cb27fa2c253734e876add5cf50ff806f82a1c8484,DVKAGA2FHQKSLY,2024-10-05 00:00:00,2025-08-07 00:00:00,ST022
AN000413,d7fc7f6e2f39984a2b7beb638750014f7657b5fe376c2733cb13eb2bab6d4ee0,DV1UJX9ISPLDVY,2025-02-25 00:00:00,2025-12-08 00:00:00,ST021
AN000414,92150dd571da6729527aede543f4b0716e4325e607c4b973a3ceb29ac382208f,DVPYO2ZQQTTPBW,2024-09-01 00:00:00,2025-10-06 00:00:00,ST009
AN000415,c87ecfbf119561487be14036c1dc427580d011f8f769713e38f752e77373b76f,DVX3TQRGV5DUES,2024-04-26 00:00:00,2025-02-16 00:00:00,ST001
AN000416,1a1c066d40ea21db4d86faec278a4667b61c5ceab9e3134201a116287a25bb10,DV072ZNKTBK4SO,2024-09-01 00:00:00,2025-07-23 00:00:00,ST022
AN000417,3ac4a12f0321d5a0f57f8a0f6df1d139e040cf36800ea8242c3b3cf34f34ec90,DVJ6Q8NF2G2QMW,2024-11-29 00:00:00,2025-12-16 00:00:00,ST034
AN000418,d6507f8124274dd5639a445029b6d799de0f6b6b2140a8886451f924101e23b3,DV3BCM2I27SSKK,2024-12-06 00:00:00,2025-03-14 00:00:00,ST014
AN000419,345212af958073d94af7e4a55d4bfae23e7028bc50d2c3eeb6a07a2e987cb95f,DVYAKT5CUWM2SL,2024-10-19 00:00:00,2025-06-15 00:00:00,ST029
AN000420,e4402053a3dfbe06df69733411a0ac5aeeec711bd67debaa1918eca24aaa5f85,DV6LBU6KOGDHS4,2024-02-04 00:00:00,2025-12-31 00:00:00,ST031
AN000421,d3e36adece42b329e195e95b9b7f8ee5c5a1cf048e26e54c170392654c66d3bd,DVUKCVZE7EI84L,2024-11-09 00:00:00,2025-06-15 00:00:00,ST026
AN000422,fc279aff58d2aeb2091c652907e9fe7dc852ae395e0a0b428d08f31b7f30d38c,DVYAT0IP7093FB,2025-04-20 00:00:00,2025-11-15 00:00:00,ST007
AN000423,b6e98a812d1d9b0b9589ffcb4d2fca75752f9f02f32069b04eeed7807d6a2191,DV7HO3MQN6VR8F,2024-11-11 00:00:00,2025-01-06 00:00:00,ST020
AN000424,5efd6203486572eea498cb997262dbc76770c33f34b7fabc7e598ce584fa3b98,DVULUKAATZGLEV,2024-01-20 00:00:00,2025-09-05 00:00:00,ST032
AN000425,243a511fa83e13705899da0d39e16445b555ef74673ddf89a45a6e2dc77369d4,DV6ZQZCEZ1WO9D,2025-03-21 00:00:00,2026-01-06 00:00:00,ST025
AN000426,6d4b3f1df3fe5b85f3ab0cc4f4f23770b2640b3834db5089a50bd8ec0221873a,DVI23ZWKRTYSE6,2025-11-25 00:00:00,2025-05-28 00:00:00,ST016
AN000427,49d55c0f68750c1bacc03570ebf90c0d2f4ba057e5acb75ca1484a1d8300cc05,DV7T2LPY4IKHH2,2025-01-11 00:00:00,2026-01-09 00:00:00,ST003
AN000428,bb660ef0d6d408308847fa36427c76720ea446e6e0eb99cb13896c28414c3188,DVEAF1XZN1LPV8,2024-03-26 00:00:00,2025-04-20 00:00:00,ST024
AN000429,73d37a00b0784ffa9fb4cae4978f32472f82f6d04913e14d25989c2d7d33d53b,DVE4I70YX44F0M,2024-01-05 00:00:00,2025-05-09 00:00:00,ST019
AN000430,4427f724cb075b57649c08b3d5074d2f6baca91b6e9d310868f4e9f37f5326f1,DVHT7K8F2G6A7I,2024-02-12 00:00:00,2025-10-27 00:00:00,ST021
AN000431,9373d9132e8b200aa01ad0956a0f670eddaa4008232f10b0e0a48d7326289b35,DVU7R20GRX7N8D,2025-04-28 00:00:00,2025-03-14 00:00:00,ST022
AN000432,7fb71bddcd0825b2ed875367f577171224a91f12109a2dde36ffe3af06decb2e,DVOJSDY7K6X1KN,2025-04-27 00:00:00,2025-04-05 00:00:00,ST022
AN000433,0826555ebe5fc08fa62ef06190b30aa48f6ac128f1be030289f9def3e22ece5e,DV452H3XTSXK0D,2025-04-18 00:00:00,2025-04-19 00:00:00,ST030
AN000434,c630c536348789d259c170b5118283b0fa9b979eae191308901fdb0089e6c7b4,DVRJI2N31YZRV1,2025-12-09 00:00:00,2025-12-09 00:00:00,ST029
AN000435,aa5a3048b383277bd92622659c25728d8309621ac376d311b44808f82de4ef9c,DVTOGRSLAW7IRD,2025-06-15 00:00:00,2025-02-21 00:00:00,ST002
AN000436,d571576837af9ebafd1e00f9a0d497cf9825d08e9288b01a2e6b5c8585ae74fd,DVMNDO4Z8HBGIG,2025-03-01 00:00:00,2025-12-26 00:00:00,ST013
AN000437,e120dd9bd3bc83c597d0404af26ef7573449069a394a86661e668f0a1f4460d8,DVKZYN3NAY94OR,2025-06-24 00:00:00,2025-11-02 00:00:00,ST020
AN000438,6b488ea917fe83b181dc48a7cd8aedc842d4b400685c5e40eebf2697815bf9b6,DV0CN44T56PYIY,2025-11-27 00:00:00,2025-02-10 00:00:00,ST034
AN000439,ef1dda7f0737e9887b1f4841273aea0a26851039113c5768c5d8e508440e2ea3,DVR40FQ9B77FGK,2025-04-12 00:00:00,2025-06-21 00:00:00,ST009
AN000440,686166eaa6cdc7f5e90ceda0e1233aff99a2cf812e6890a15c03507f381cea14,DV684NY9F0OEL2,2025-04-27 00:00:00,2026-01-06 00:00:00,ST007
AN000441,f30c5ae3d75d159eb794093e47fac2d44bdffa2231941831cc46a06e2d4ddb09,DVD4VZYIUV17T8,2024-06-19 00:00:00,2025-09-18 00:00:00,ST025
AN000442,088a98ffdcb6e7be40192781402de1e12cae0d695b4e1ef3a8f6b17c006b9ac2,DV7QI3XKYW7B54,2025-04-16 00:00:00,2025-03-20 00:00:00,ST010
AN000443,4edc02d4e1824552b4cff3741a59fa3bdae9ab0abfced03e5187594e850859da,DVRQ8RFNU8RZ7F,2024-09-25 00:00:00,2025-12-07 00:00:00,ST032
AN000444,eececf7819496ff36f5fca78e534be7abe1aef5d6fbde89bc5ef4a672748f7fe,DVIOSO0ZJ82G4U,2024-05-09 00:00:00,2025-12-25 00:00:00,ST039
AN000445,becd4b40e6bd64122964bd5e672160e5818c96a3e9f3c9b995048d7e903c5d74,DVNB7C6ZYCM3E7,2025-04-05 00:00:00,2025-05-27 00:00:00,ST014
AN000446,c9d61a5840168b1beff158b4ab102b9bb8793b8a5388d5c26accc2737249f3c0,DVBCFQ934Y6SJ5,2024-01-03 00:00:00,2025-10-21 00:00:00,ST011
AN000447,d030b8c3e8af2d4f6f511fb7a0adc8ddff64d6c68dbc380729a47492e63d8efc,DV1A1S0HTS2IVP,2025-07-27 00:00:00,2025-04-17 00:00:00,ST034
AN000448,287f3032d0291ec8f6b47b1e25103061995e8e9ef228ddc8da6c62b4ce4d3200,DVH0N5UZC1MHFF,2024-07-08 00:00:00,2025-09-25 00:00:00,ST018
AN000449,c713225f95ae35f0924a0a7fadf478b2672c4a54bbb79ee56e69b0c8df9161b3,DVC5GEBV2W06OE,2025-10-24 00:00:00,2025-01-08 00:00:00,ST005
AN000450,6fff87761c1b2b0a585800e86b786a2a63cb8639757427cb0d8ee1b5b2ad94cb,DVGEGO38VRQIEG,2025-01-01 00:00:00,2025-08-20 00:00:00,ST001
